D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,forward_returns,risk_free_rate,market_forward_excess_returns,date_id,lagged_forward_returns,lagged_risk_free_rate,lagged_market_forward_excess_returns
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8550000190734863,-0.1449999809265136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15352685061.0,7965076512.100666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.5810546875,0.0,0.0,0.0,0.0,1.0520294442412284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10821.7265625,0.0,17.610000610351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.2214777471353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013718514042569,7.936507936507937e-05,0.0103413533725433,522,0.0288597369267165,7.936507936507937e-05,0.0254904975108131
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8550000190734863,-0.1449999809265136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16530894787.0,8576339661.028955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.7607421875,0.0,0.0,0.0,0.0,1.0389340872167294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10970.1845703125,0.0,17.610000610351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.6051619237874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761581306718344,7.936507936507937e-05,0.0550380226070926,523,0.013718514042569,7.936507936507937e-05,0.0103413533725433
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.93994140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9529999494552608,1.7350000143051147,-0.2179999351501464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23875988832.0,12947933326.28318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.025390625,0.0,0.0,0.0,0.0,1.0827813373720423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11805.6533203125,0.0,24.59000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.6915976371876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0277396232224216,7.74999979942564e-05,-0.0311879537161609,524,0.0761581306718344,7.936507936507937e-05,0.0550380226070926
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.6500244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995000004768372,1.7389999628067017,-0.2560000419616699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23635107660.0,12659404313.112331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.5,0.0,0.0,0.0,0.0,1.0323225436296362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11478.1689453125,0.0,20.170000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.428879039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404071247685291,7.916666685588776e-05,0.0369346835821628,525,-0.0277396232224216,7.74999979942564e-05,-0.0311879537161609
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.530029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.968000054359436,1.684000015258789,-0.284000039100647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22194988641.0,12154977111.577797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.7939453125,0.0,0.0,0.0,0.0,1.0472158908570866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11941.96875,0.0,19.489999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.2868654976113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020464361508649,7.809524025235857e-05,-0.0014283967425449,526,0.0404071247685291,7.916666685588776e-05,0.0369346835821628
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000286102293,1.715999960899353,-0.2540000677108764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19481591730.0,10570586964.120644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.6806640625,0.0,0.0,0.0,0.0,1.0287067558028875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11966.4072265625,0.0,16.90999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.4482038108639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0086467643266661,7.817460430992973e-05,-0.0121005121628584,527,0.0020464361508649,7.809524025235857e-05,-0.0014283967425449
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.030029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.950000047683716,1.7339999675750732,-0.2160000801086425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18339989960.0,9956563449.555311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.751953125,0.0,0.0,0.0,0.0,1.0043950090469285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11862.9365234375,0.0,17.969999313354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.2730490482911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0428993368016044,7.738095427316332e-05,-0.046318363538443,528,-0.0086467643266661,7.817460430992973e-05,-0.0121005121628584
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.030029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.950000047683716,1.7339999675750732,-0.2160000801086425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18125355447.0,9840040913.1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451.62890625,0.0,0.0,0.0,0.0,0.9687154588760972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11354.0244140625,0.0,17.969999313354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.8221392049717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149334439769213,7.738095427316332e-05,0.0115043726993616,529,-0.0428993368016044,7.738095427316332e-05,-0.046318363538443
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.030029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.950000047683716,1.7339999675750732,-0.2160000801086425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15774371518.0,8563719567.915463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.41015625,0.0,0.0,0.0,0.0,0.9824204677962364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11523.5791015625,0.0,17.969999313354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.3864707401468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0122325615490318,7.738095427316332e-05,-0.0156442479930522,530,0.0149334439769213,7.738095427316332e-05,0.0115043726993616
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.199951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9279999732971191,1.6390000581741333,-0.2889999151229858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13647198229.0,7651919316.479023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-559.3525390625,0.0,0.0,0.0,0.0,0.9797470948055984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11382.6162109375,0.0,21.09000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.1663636975384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0427657511938907,7.650793544829838e-05,-0.0461481638610705,531,-0.0122325615490318,7.738095427316332e-05,-0.0156442479930522
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.6300048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955000042915344,1.6799999475479126,-0.2750000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16681503537.0,9178268815.178612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1070.5771484375,0.0,0.0,0.0,0.0,0.9554563119925684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10895.830078125,0.0,17.520000457763672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0913291662546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0774723881071904,7.757936678235493e-05,-0.0581124415766944,532,-0.0427657511938907,7.650793544829838e-05,-0.0461481638610705
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.72998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9079999923706052,1.5809999704360962,-0.3270000219345093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990838300.0,11459351391.026762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1811.232421875,0.0,0.0,0.0,0.0,0.9103525673795396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10051.7041015625,0.0,22.100000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.7373508445856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258505218865932,7.571428541153197e-05,0.0224843944881116,533,-0.0774723881071904,7.757936678235493e-05,-0.0581124415766944
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.6400146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.843000054359436,1.5290000438690186,-0.3140000104904175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22899115082.0,13581918387.5164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1042.478515625,0.0,0.0,0.0,0.0,0.951859454611232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10311.5458984375,0.0,21.18000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.916375407732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060895785528642,7.313492279204111e-05,0.0026984555287653,534,0.0258505218865932,7.571428541153197e-05,0.0224843944881116
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8229999542236328,1.5390000343322754,-0.2839999198913574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20228207096.0,12033436735.765877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1149.240234375,0.0,0.0,0.0,0.0,0.9784151942532128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10374.3388671875,0.0,18.46999931335449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.2059644323542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0137449459081683,7.234126802474734e-05,-0.0171451859804345,535,0.0060895785528642,7.313492279204111e-05,0.0026984555287653
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8229999542236328,1.5390000343322754,-0.2839999198913574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13778035685.0,8196332970.674277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1150.8720703125,0.0,0.0,0.0,0.0,0.9863792507189852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10231.744140625,0.0,18.46999931335449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.9656495635206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111482856375484,7.234126802474734e-05,0.0077533382702012,536,-0.0137449459081683,7.234126802474734e-05,-0.0171451859804345
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8229999542236328,1.5390000343322754,-0.2839999198913574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12999813869.0,7733381264.436276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-550.01953125,0.0,0.0,0.0,0.0,1.00806602400413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345.810546875,0.0,18.46999931335449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.3638202506319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551182685473343,7.234126802474734e-05,0.0516924514968167,537,0.0111482856375484,7.234126802474734e-05,0.0077533382702012
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.489990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8530000448226929,1.5980000495910645,-0.2549999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16038264603.0,9294850278.136354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.349609375,0.0,0.0,0.0,0.0,1.046009940784141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10916.0537109375,0.0,16.8799991607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.8477078215625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999682770833,7.353174781042433e-05,-0.0174150575440082,538,0.0551182685473343,7.234126802474734e-05,0.0516924514968167
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.530029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.899999976158142,1.5609999895095823,-0.3389999866485595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15053082175.0,8698689578.517315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.6865234375,0.0,0.0,0.0,0.0,1.02251483681177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10763.232421875,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0726956749469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0580850243386819,7.539682445071991e-05,-0.0581124415766944,539,-0.013999682770833,7.353174781042433e-05,-0.0174150575440082
