date_id,D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,forward_returns,risk_free_rate,market_forward_excess_returns
4724,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8299999833106995,3.82699990272522,2.9969999194145203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949200000.0,837105452.8077608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.559814453125,0.0,0.0,0.0,0.0,1.0054154387289873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183.340087890625,0.0,34.7400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.94290937432616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0914241938436274,3.293650727423411e-05,-0.0236752554822588
4725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.699951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449999988079071,3.631999969482422,3.181999981403351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808100000.0,1375845187.564215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-195.25,0.0,0.0,0.0,0.0,0.9302237029331838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.72998046875,0.0,46.720001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1410738072018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054518459371267,1.7857142384090123e-05,0.024132911167339
4726,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.800048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,3.82699990272522,2.9269999265670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2376240000.0,1005390336.314516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.4501953125,0.0,0.0,0.0,0.0,0.986624105029384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091.8798828125,0.0,39.38999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.48560239870595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107463055854459,3.5714284768180245e-05,-0.0108520075510234
4727,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.9000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,3.767999887466431,2.9679998755455017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899330000.0,831580578.3722321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.280029296875,0.0,0.0,0.0,0.0,0.9840302720891948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.39990234375,0.0,39.810001373291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7480045101441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044785897368439,3.174603221908449e-05,-0.0236752554822588
4728,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.800048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899999737739563,3.6459999084472656,3.0559999346733093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173750000.0,1026322029.940111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.85009765625,0.0,0.0,0.0,0.0,0.9591007166479752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.719970703125,0.0,45.2599983215332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65257105617944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0148376889440008,2.3412697371982395e-05,-0.0149050974375901
4729,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.9000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4699999988079071,3.6440000534057617,3.1740000545978546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501480000.0,1216081656.313017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235.9500732421875,0.0,0.0,0.0,0.0,0.9670110510204072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.3900146484373,0.0,45.13999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4365678838136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0433554927753799,1.865079360348837e-05,-0.0236752554822588
4730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.0999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099999964237213,3.4260001182556152,3.016000121831894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3502250000.0,1825990559.683168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.77001953125,0.0,0.0,0.0,0.0,0.9363160781576414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.9599609375,0.0,52.04999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.37151433794423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0580151792421229,1.626984112792545e-05,-0.0236752554822588
4731,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7850000262260437,3.50600004196167,2.721000015735626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825810000.0,1317086904.5809093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.9998779296875,0.0,0.0,0.0,0.0,0.912920677963312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754.8800048828125,0.0,53.68000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.94235043944408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0082911930090038,3.115079469150967e-05,-0.0082850825888827
4732,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.5999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399999856948853,3.714999914169312,3.0749999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516070000.0,1614727935.3530707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-329.0699462890625,0.0,0.0,0.0,0.0,0.937447466273767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.3299560546875,0.0,57.52999877929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6967332700701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054707994082536,2.539682482916211e-05,-0.0236752554822588
4733,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.5999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5799999833106995,3.8340001106262207,3.254000127315521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2622310000.0,1188178497.057049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-331.5999755859375,0.0,0.0,0.0,0.0,0.9189916339772656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.1199951171875,0.0,63.91999816894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.42999685969636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026685072587211,2.3015872353599187e-05,0.0027343451164458
